week,season,analyst,position,player,rank
17,2024,Jake Ciely,WR,Keenan Allen,16
17,2024,Jake Ciely,TE,Foster Moreau,1
17,2024,Jake Ciely,TE,Sam LaPorta,2
17,2024,Jake Ciely,TE,Cole Kmet,3
17,2024,Jake Ciely,TE,George Kittle,4
17,2024,Jake Ciely,TE,Isaiah Likely,5
17,2024,Jake Ciely,TE,Jake Ferguson,6
17,2024,Jake Ciely,TE,Travis Kelce,7
17,2024,Jake Ciely,TE,Mark Andrews,8
17,2024,Jake Ciely,TE,Pat Freiermuth,9
17,2024,Jake Ciely,TE,Dallas Goedert,10
17,2024,Jake Ciely,TE,David Njoku,11
17,2024,Jake Ciely,TE,Brock Bowers,12
17,2024,Jake Ciely,DST,BAL DST,1
17,2024,Jake Ciely,DST,BUF DST,2
17,2024,Jake Ciely,DST,PIT DST,3
17,2024,Jake Ciely,DST,DAL DST,4
17,2024,Jake Ciely,DST,NE DST,5
17,2024,Jake Ciely,DST,PHI DST,6
17,2024,Jake Ciely,DST,MIA DST,7
17,2024,Jake Ciely,DST,KC DST,8
17,2024,Jake Ciely,DST,CLE DST,9
17,2024,Jake Ciely,DST,SF DST,10
17,2024,Heath Cummings,QB,Josh Allen,1
17,2024,Heath Cummings,QB,Lamar Jackson,2
17,2024,Heath Cummings,QB,Anthony Richardson,3
17,2024,Heath Cummings,QB,Dak Prescott,4
17,2024,Heath Cummings,QB,Tua Tagovailoa,5
17,2024,Heath Cummings,QB,Joe Burrow,6
17,2024,Heath Cummings,QB,Jalen Hurts,7
17,2024,Heath Cummings,QB,Brock Purdy,8
17,2024,Heath Cummings,QB,Trevor Lawrence,9
17,2024,Heath Cummings,QB,Kyler Murray,10
17,2024,Heath Cummings,QB,Jordan Love,11
17,2024,Heath Cummings,QB,Justin Herbert,12
17,2024,Heath Cummings,RB,James Cook,1
17,2024,Heath Cummings,RB,Breece Hall,2
17,2024,Heath Cummings,RB,Kyren Williams,3
17,2024,Heath Cummings,RB,Aaron Jones,4
17,2024,Heath Cummings,RB,David Montgomery,5
17,2024,Heath Cummings,RB,Tony Pollard,6
17,2024,Heath Cummings,RB,Rhamondre Stevenson,7
17,2024,Heath Cummings,RB,Jonathan Taylor,8
17,2024,Heath Cummings,RB,Josh Jacobs,9
17,2024,Heath Cummings,RB,Christian McCaffrey,10
17,2024,Heath Cummings,RB,Najee Harris,11
17,2024,Heath Cummings,RB,Bijan Robinson,12
17,2024,Heath Cummings,RB,De'Von Achane,13
17,2024,Heath Cummings,RB,Derrick Henry,14
17,2024,Heath Cummings,RB,Travis Etienne,15
17,2024,Heath Cummings,RB,Saquon Barkley,16
17,2024,Heath Cummings,WR,DeVonta Smith,1
17,2024,Heath Cummings,WR,Justin Jefferson,2
17,2024,Heath Cummings,WR,DK Metcalf,3
17,2024,Heath Cummings,WR,Puka Nacua,4
17,2024,Heath Cummings,WR,Chris Olave,5
17,2024,Heath Cummings,WR,Michael Pittman,6
17,2024,Heath Cummings,WR,Ja'Marr Chase,7
17,2024,Heath Cummings,WR,Drake London,8
17,2024,Heath Cummings,WR,Tyreek Hill,9
17,2024,Heath Cummings,WR,Amon-Ra St. Brown,10
17,2024,Heath Cummings,WR,CeeDee Lamb,11
17,2024,Heath Cummings,WR,Keenan Allen,12
17,2024,Heath Cummings,WR,Garrett Wilson,13
17,2024,Heath Cummings,WR,Stefon Diggs,14
17,2024,Heath Cummings,WR,Davante Adams,15
17,2024,Heath Cummings,WR,Tee Higgins,16
17,2024,Heath Cummings,TE,Dallas Goedert,1
17,2024,Heath Cummings,TE,Brock Bowers,2
17,2024,Heath Cummings,TE,Mark Andrews,3
17,2024,Heath Cummings,TE,Cole Kmet,4
17,2024,Heath Cummings,TE,Travis Kelce,5
17,2024,Heath Cummings,TE,Sam LaPorta,6
17,2024,Heath Cummings,TE,Pat Freiermuth,7
17,2024,Heath Cummings,TE,Isaiah Likely,8
17,2024,Heath Cummings,TE,George Kittle,9
17,2024,Heath Cummings,TE,Jake Ferguson,10
17,2024,Heath Cummings,TE,David Njoku,11
17,2024,Heath Cummings,TE,Foster Moreau,12
17,2024,Heath Cummings,DST,BUF DST,1
17,2024,Heath Cummings,DST,PHI DST,2
17,2024,Heath Cummings,DST,PIT DST,3
17,2024,Heath Cummings,DST,DAL DST,4
17,2024,Heath Cummings,DST,KC DST,5
17,2024,Heath Cummings,DST,NE DST,6
17,2024,Heath Cummings,DST,CLE DST,7
17,2024,Heath Cummings,DST,SF DST,8
17,2024,Heath Cummings,DST,MIA DST,9
17,2024,Heath Cummings,DST,BAL DST,10
17,2024,Scott Pianowski,QB,Kyler Murray,1
17,2024,Scott Pianowski,QB,Brock Purdy,2
17,2024,Scott Pianowski,QB,Josh Allen,3
17,2024,Scott Pianowski,QB,Tua Tagovailoa,4
17,2024,Scott Pianowski,QB,Dak Prescott,5
17,2024,Scott Pianowski,QB,Jordan Love,6
17,2024,Scott Pianowski,QB,Lamar Jackson,7
17,2024,Scott Pianowski,QB,Trevor Lawrence,8
17,2024,Scott Pianowski,QB,Joe Burrow,9
17,2024,Scott Pianowski,QB,Justin Herbert,10
17,2024,Scott Pianowski,QB,Jalen Hurts,11
17,2024,Scott Pianowski,QB,Anthony Richardson,12
17,2024,Scott Pianowski,RB,Breece Hall,1
17,2024,Scott Pianowski,RB,Derrick Henry,2
17,2024,Scott Pianowski,RB,Christian McCaffrey,3
17,2024,Scott Pianowski,RB,Jonathan Taylor,4
17,2024,Scott Pianowski,RB,De'Von Achane,5
17,2024,Scott Pianowski,RB,Najee Harris,6
17,2024,Scott Pianowski,RB,Josh Jacobs,7
17,2024,Scott Pianowski,RB,Travis Etienne,8
17,2024,Scott Pianowski,RB,James Cook,9
17,2024,Scott Pianowski,RB,Rhamondre Stevenson,10
17,2024,Scott Pianowski,RB,Saquon Barkley,11
17,2024,Scott Pianowski,RB,David Montgomery,12
17,2024,Scott Pianowski,RB,Bijan Robinson,13
17,2024,Scott Pianowski,RB,Aaron Jones,14
17,2024,Scott Pianowski,RB,Kyren Williams,15
17,2024,Scott Pianowski,RB,Tony Pollard,16
17,2024,Scott Pianowski,WR,Davante Adams,1
17,2024,Scott Pianowski,WR,CeeDee Lamb,2
17,2024,Scott Pianowski,WR,Puka Nacua,3
17,2024,Scott Pianowski,WR,Keenan Allen,4
17,2024,Scott Pianowski,WR,DeVonta Smith,5
17,2024,Scott Pianowski,WR,Tee Higgins,6
17,2024,Scott Pianowski,WR,Garrett Wilson,7
17,2024,Scott Pianowski,WR,Justin Jefferson,8
17,2024,Scott Pianowski,WR,Tyreek Hill,9
17,2024,Scott Pianowski,WR,Chris Olave,10
17,2024,Scott Pianowski,WR,Amon-Ra St. Brown,11
17,2024,Scott Pianowski,WR,Michael Pittman,12
17,2024,Scott Pianowski,WR,Ja'Marr Chase,13
17,2024,Scott Pianowski,WR,DK Metcalf,14
17,2024,Scott Pianowski,WR,Drake London,15
17,2024,Scott Pianowski,WR,Stefon Diggs,16
17,2024,Scott Pianowski,TE,David Njoku,1
17,2024,Scott Pianowski,TE,Travis Kelce,2
17,2024,Scott Pianowski,TE,Sam LaPorta,3
17,2024,Scott Pianowski,TE,Pat Freiermuth,4
17,2024,Scott Pianowski,TE,Foster Moreau,5
17,2024,Scott Pianowski,TE,George Kittle,6
17,2024,Scott Pianowski,TE,Brock Bowers,7
17,2024,Scott Pianowski,TE,Mark Andrews,8
17,2024,Scott Pianowski,TE,Isaiah Likely,9
17,2024,Scott Pianowski,TE,Cole Kmet,10
17,2024,Scott Pianowski,TE,Dallas Goedert,11
17,2024,Scott Pianowski,TE,Jake Ferguson,12
17,2024,Scott Pianowski,DST,PHI DST,1
17,2024,Scott Pianowski,DST,CLE DST,2
17,2024,Scott Pianowski,DST,SF DST,3
17,2024,Scott Pianowski,DST,BUF DST,4
17,2024,Scott Pianowski,DST,MIA DST,5
17,2024,Scott Pianowski,DST,PIT DST,6
17,2024,Scott Pianowski,DST,BAL DST,7
17,2024,Scott Pianowski,DST,DAL DST,8
17,2024,Scott Pianowski,DST,KC DST,9
17,2024,Scott Pianowski,DST,NE DST,10
17,2024,Jamey Eisenberg,QB,Josh Allen,1
17,2024,Jamey Eisenberg,QB,Kyler Murray,2
17,2024,Jamey Eisenberg,QB,Anthony Richardson,3
17,2024,Jamey Eisenberg,QB,Lamar Jackson,4
17,2024,Jamey Eisenberg,QB,Tua Tagovailoa,5
17,2024,Jamey Eisenberg,QB,Dak Prescott,6
17,2024,Jamey Eisenberg,QB,Brock Purdy,7
17,2024,Jamey Eisenberg,QB,Jordan Love,8
17,2024,Jamey Eisenberg,QB,Justin Herbert,9
17,2024,Jamey Eisenberg,QB,Joe Burrow,10
17,2024,Jamey Eisenberg,QB,Jalen Hurts,11
17,2024,Jamey Eisenberg,QB,Trevor Lawrence,12
17,2024,Jamey Eisenberg,RB,James Cook,1
17,2024,Jamey Eisenberg,RB,Derrick Henry,2
17,2024,Jamey Eisenberg,RB,Aaron Jones,3
17,2024,Jamey Eisenberg,RB,Najee Harris,4
17,2024,Jamey Eisenberg,RB,De'Von Achane,5
17,2024,Jamey Eisenberg,RB,Josh Jacobs,6
17,2024,Jamey Eisenberg,RB,Rhamondre Stevenson,7
17,2024,Jamey Eisenberg,RB,Christian McCaffrey,8
17,2024,Jamey Eisenberg,RB,Jonathan Taylor,9
17,2024,Jamey Eisenberg,RB,Travis Etienne,10
17,2024,Jamey Eisenberg,RB,Kyren Williams,11
17,2024,Jamey Eisenberg,RB,David Montgomery,12
17,2024,Jamey Eisenberg,RB,Tony Pollard,13
17,2024,Jamey Eisenberg,RB,Breece Hall,14
17,2024,Jamey Eisenberg,RB,Saquon Barkley,15
17,2024,Jamey Eisenberg,RB,Bijan Robinson,16
17,2024,Jamey Eisenberg,WR,Amon-Ra St. Brown,1
17,2024,Jamey Eisenberg,WR,Justin Jefferson,2
17,2024,Jamey Eisenberg,WR,Ja'Marr Chase,3
17,2024,Jamey Eisenberg,WR,Puka Nacua,4
17,2024,Jamey Eisenberg,WR,DeVonta Smith,5
17,2024,Jamey Eisenberg,WR,Michael Pittman,6
17,2024,Jamey Eisenberg,WR,Davante Adams,7
17,2024,Jamey Eisenberg,WR,CeeDee Lamb,8
17,2024,Jamey Eisenberg,WR,DK Metcalf,9
17,2024,Jamey Eisenberg,WR,Keenan Allen,10
17,2024,Jamey Eisenberg,WR,Garrett Wilson,11
17,2024,Jamey Eisenberg,WR,Chris Olave,12
17,2024,Jamey Eisenberg,WR,Tee Higgins,13
17,2024,Jamey Eisenberg,WR,Stefon Diggs,14
17,2024,Jamey Eisenberg,WR,Drake London,15
17,2024,Jamey Eisenberg,WR,Tyreek Hill,16
17,2024,Jamey Eisenberg,TE,Travis Kelce,1
17,2024,Jamey Eisenberg,TE,Brock Bowers,2
17,2024,Jamey Eisenberg,TE,Sam LaPorta,3
17,2024,Jamey Eisenberg,TE,Cole Kmet,4
17,2024,Jamey Eisenberg,TE,Jake Ferguson,5
17,2024,Jamey Eisenberg,TE,Isaiah Likely,6
17,2024,Jamey Eisenberg,TE,Mark Andrews,7
17,2024,Jamey Eisenberg,TE,Pat Freiermuth,8
17,2024,Jamey Eisenberg,TE,Dallas Goedert,9
17,2024,Jamey Eisenberg,TE,David Njoku,10
17,2024,Jamey Eisenberg,TE,Foster Moreau,11
17,2024,Jamey Eisenberg,TE,George Kittle,12
17,2024,Jamey Eisenberg,DST,BAL DST,1
17,2024,Jamey Eisenberg,DST,BUF DST,2
17,2024,Jamey Eisenberg,DST,DAL DST,3
17,2024,Jamey Eisenberg,DST,PIT DST,4
17,2024,Jamey Eisenberg,DST,MIA DST,5
17,2024,Jamey Eisenberg,DST,KC DST,6
17,2024,Jamey Eisenberg,DST,NE DST,7
17,2024,Jamey Eisenberg,DST,SF DST,8
17,2024,Jamey Eisenberg,DST,PHI DST,9
17,2024,Jamey Eisenberg,DST,CLE DST,10
17,2024,Michael Fabiano,QB,Jordan Love,1
17,2024,Michael Fabiano,QB,Kyler Murray,2
17,2024,Michael Fabiano,QB,Brock Purdy,3
17,2024,Michael Fabiano,QB,Joe Burrow,4
17,2024,Michael Fabiano,QB,Anthony Richardson,5
17,2024,Michael Fabiano,QB,Tua Tagovailoa,6
17,2024,Michael Fabiano,QB,Dak Prescott,7
17,2024,Michael Fabiano,QB,Justin Herbert,8
17,2024,Michael Fabiano,QB,Josh Allen,9
17,2024,Michael Fabiano,QB,Lamar Jackson,10
17,2024,Michael Fabiano,QB,Jalen Hurts,11
17,2024,Michael Fabiano,QB,Trevor Lawrence,12
17,2024,Michael Fabiano,RB,Saquon Barkley,1
17,2024,Michael Fabiano,RB,Breece Hall,2
17,2024,Michael Fabiano,RB,Derrick Henry,3
17,2024,Michael Fabiano,RB,Aaron Jones,4
17,2024,Michael Fabiano,RB,Bijan Robinson,5
17,2024,Michael Fabiano,RB,James Cook,6
17,2024,Michael Fabiano,RB,Tony Pollard,7
17,2024,Michael Fabiano,RB,Josh Jacobs,8
17,2024,Michael Fabiano,RB,Travis Etienne,9
17,2024,Michael Fabiano,RB,Najee Harris,10
17,2024,Michael Fabiano,RB,Jonathan Taylor,11
17,2024,Michael Fabiano,RB,Kyren Williams,12
17,2024,Michael Fabiano,RB,Christian McCaffrey,13
17,2024,Michael Fabiano,RB,De'Von Achane,14
17,2024,Michael Fabiano,RB,Rhamondre Stevenson,15
17,2024,Michael Fabiano,RB,David Montgomery,16
17,2024,Michael Fabiano,WR,Michael Pittman,1
17,2024,Michael Fabiano,WR,Tyreek Hill,2
17,2024,Michael Fabiano,WR,Stefon Diggs,3
17,2024,Michael Fabiano,WR,DeVonta Smith,4
17,2024,Michael Fabiano,WR,Justin Jefferson,5
17,2024,Michael Fabiano,WR,Ja'Marr Chase,6
17,2024,Michael Fabiano,WR,Garrett Wilson,7
17,2024,Michael Fabiano,WR,Chris Olave,8
17,2024,Michael Fabiano,WR,Davante Adams,9
17,2024,Michael Fabiano,WR,Amon-Ra St. Brown,10
17,2024,Michael Fabiano,WR,Puka Nacua,11
17,2024,Michael Fabiano,WR,CeeDee Lamb,12
17,2024,Michael Fabiano,WR,Drake London,13
17,2024,Michael Fabiano,WR,Keenan Allen,14
17,2024,Michael Fabiano,WR,DK Metcalf,15
17,2024,Michael Fabiano,WR,Tee Higgins,16
17,2024,Michael Fabiano,TE,Brock Bowers,1
17,2024,Michael Fabiano,TE,David Njoku,2
17,2024,Michael Fabiano,TE,Cole Kmet,3
17,2024,Michael Fabiano,TE,Dallas Goedert,4
17,2024,Michael Fabiano,TE,George Kittle,5
17,2024,Michael Fabiano,TE,Isaiah Likely,6
17,2024,Michael Fabiano,TE,Travis Kelce,7
17,2024,Michael Fabiano,TE,Mark Andrews,8
17,2024,Michael Fabiano,TE,Sam LaPorta,9
17,2024,Michael Fabiano,TE,Foster Moreau,10
17,2024,Michael Fabiano,TE,Pat Freiermuth,11
17,2024,Michael Fabiano,TE,Jake Ferguson,12
17,2024,Michael Fabiano,DST,PIT DST,1
17,2024,Michael Fabiano,DST,NE DST,2
17,2024,Michael Fabiano,DST,KC DST,3
17,2024,Michael Fabiano,DST,SF DST,4
17,2024,Michael Fabiano,DST,BUF DST,5
17,2024,Michael Fabiano,DST,CLE DST,6
17,2024,Michael Fabiano,DST,PHI DST,7
17,2024,Michael Fabiano,DST,BAL DST,8
17,2024,Michael Fabiano,DST,MIA DST,9
17,2024,Michael Fabiano,DST,DAL DST,10
17,2024,Andy Behrens,QB,Anthony Richardson,1
17,2024,Andy Behrens,QB,Justin Herbert,2
17,2024,Andy Behrens,QB,Joe Burrow,3
17,2024,Andy Behrens,QB,Tua Tagovailoa,4
17,2024,Andy Behrens,QB,Josh Allen,5
17,2024,Andy Behrens,QB,Brock Purdy,6
17,2024,Andy Behrens,QB,Kyler Murray,7
17,2024,Andy Behrens,QB,Jordan Love,8
17,2024,Andy Behrens,QB,Dak Prescott,9
17,2024,Andy Behrens,QB,Jalen Hurts,10
17,2024,Andy Behrens,QB,Lamar Jackson,11
17,2024,Andy Behrens,QB,Trevor Lawrence,12
17,2024,Andy Behrens,RB,Travis Etienne,1
17,2024,Andy Behrens,RB,Josh Jacobs,2
17,2024,Andy Behrens,RB,Najee Harris,3
17,2024,Andy Behrens,RB,David Montgomery,4
17,2024,Andy Behrens,RB,Christian McCaffrey,5
17,2024,Andy Behrens,RB,Tony Pollard,6
17,2024,Andy Behrens,RB,Saquon Barkley,7
17,2024,Andy Behrens,RB,Aaron Jones,8
17,2024,Andy Behrens,RB,Jonathan Taylor,9
17,2024,Andy Behrens,RB,Breece Hall,10
17,2024,Andy Behrens,RB,Derrick Henry,11
17,2024,Andy Behrens,RB,Kyren Williams,12
17,2024,Andy Behrens,RB,James Cook,13
17,2024,Andy Behrens,RB,Bijan Robinson,14
17,2024,Andy Behrens,RB,Rhamondre Stevenson,15
17,2024,Andy Behrens,RB,De'Von Achane,16
17,2024,Andy Behrens,WR,Amon-Ra St. Brown,1
17,2024,Andy Behrens,WR,Chris Olave,2
17,2024,Andy Behrens,WR,Puka Nacua,3
17,2024,Andy Behrens,WR,Davante Adams,4
17,2024,Andy Behrens,WR,Keenan Allen,5
17,2024,Andy Behrens,WR,Justin Jefferson,6
17,2024,Andy Behrens,WR,Tyreek Hill,7
17,2024,Andy Behrens,WR,DeVonta Smith,8
17,2024,Andy Behrens,WR,Garrett Wilson,9
17,2024,Andy Behrens,WR,DK Metcalf,10
17,2024,Andy Behrens,WR,CeeDee Lamb,11
17,2024,Andy Behrens,WR,Stefon Diggs,12
17,2024,Andy Behrens,WR,Drake London,13
17,2024,Andy Behrens,WR,Ja'Marr Chase,14
17,2024,Andy Behrens,WR,Tee Higgins,15
17,2024,Andy Behrens,WR,Michael Pittman,16
17,2024,Andy Behrens,TE,Brock Bowers,1
17,2024,Andy Behrens,TE,Travis Kelce,2
17,2024,Andy Behrens,TE,George Kittle,3
17,2024,Andy Behrens,TE,Foster Moreau,4
17,2024,Andy Behrens,TE,Sam LaPorta,5
17,2024,Andy Behrens,TE,Jake Ferguson,6
17,2024,Andy Behrens,TE,Cole Kmet,7
17,2024,Andy Behrens,TE,Dallas Goedert,8
17,2024,Andy Behrens,TE,Isaiah Likely,9
17,2024,Andy Behrens,TE,Mark Andrews,10
17,2024,Andy Behrens,TE,David Njoku,11
17,2024,Andy Behrens,TE,Pat Freiermuth,12
17,2024,Andy Behrens,DST,BAL DST,1
17,2024,Andy Behrens,DST,SF DST,2
17,2024,Andy Behrens,DST,MIA DST,3
17,2024,Andy Behrens,DST,PIT DST,4
17,2024,Andy Behrens,DST,DAL DST,5
17,2024,Andy Behrens,DST,NE DST,6
17,2024,Andy Behrens,DST,KC DST,7
17,2024,Andy Behrens,DST,BUF DST,8
17,2024,Andy Behrens,DST,PHI DST,9
17,2024,Andy Behrens,DST,CLE DST,10
17,2024,Adam Rank,QB,Justin Herbert,1
17,2024,Adam Rank,QB,Trevor Lawrence,2
17,2024,Adam Rank,QB,Anthony Richardson,3
17,2024,Adam Rank,QB,Joe Burrow,4
17,2024,Adam Rank,QB,Josh Allen,5
17,2024,Adam Rank,QB,Brock Purdy,6
17,2024,Adam Rank,QB,Jordan Love,7
17,2024,Adam Rank,QB,Jalen Hurts,8
17,2024,Adam Rank,QB,Dak Prescott,9
17,2024,Adam Rank,QB,Kyler Murray,10
17,2024,Adam Rank,QB,Tua Tagovailoa,11
17,2024,Adam Rank,QB,Lamar Jackson,12
17,2024,Adam Rank,RB,Tony Pollard,1
17,2024,Adam Rank,RB,Breece Hall,2
17,2024,Adam Rank,RB,De'Von Achane,3
17,2024,Adam Rank,RB,Najee Harris,4
17,2024,Adam Rank,RB,Kyren Williams,5
17,2024,Adam Rank,RB,James Cook,6
17,2024,Adam Rank,RB,Derrick Henry,7
17,2024,Adam Rank,RB,David Montgomery,8
17,2024,Adam Rank,RB,Jonathan Taylor,9
17,2024,Adam Rank,RB,Christian McCaffrey,10
17,2024,Adam Rank,RB,Rhamondre Stevenson,11
17,2024,Adam Rank,RB,Travis Etienne,12
17,2024,Adam Rank,RB,Bijan Robinson,13
17,2024,Adam Rank,RB,Aaron Jones,14
17,2024,Adam Rank,RB,Josh Jacobs,15
17,2024,Adam Rank,RB,Saquon Barkley,16
17,2024,Adam Rank,WR,Michael Pittman,1
17,2024,Adam Rank,WR,Chris Olave,2
17,2024,Adam Rank,WR,DeVonta Smith,3
17,2024,Adam Rank,WR,Garrett Wilson,4
17,2024,Adam Rank,WR,CeeDee Lamb,5
17,2024,Adam Rank,WR,Keenan Allen,6
17,2024,Adam Rank,WR,Tee Higgins,7
17,2024,Adam Rank,WR,Ja'Marr Chase,8
17,2024,Adam Rank,WR,Justin Jefferson,9
17,2024,Adam Rank,WR,Puka Nacua,10
17,2024,Adam Rank,WR,Tyreek Hill,11
17,2024,Adam Rank,WR,Drake London,12
17,2024,Adam Rank,WR,DK Metcalf,13
17,2024,Adam Rank,WR,Stefon Diggs,14
17,2024,Adam Rank,WR,Davante Adams,15
17,2024,Adam Rank,WR,Amon-Ra St. Brown,16
17,2024,Adam Rank,TE,George Kittle,1
17,2024,Adam Rank,TE,Brock Bowers,2
17,2024,Adam Rank,TE,Isaiah Likely,3
17,2024,Adam Rank,TE,David Njoku,4
17,2024,Adam Rank,TE,Jake Ferguson,5
17,2024,Adam Rank,TE,Travis Kelce,6
17,2024,Adam Rank,TE,Pat Freiermuth,7
17,2024,Adam Rank,TE,Sam LaPorta,8
17,2024,Adam Rank,TE,Mark Andrews,9
17,2024,Adam Rank,TE,Cole Kmet,10
17,2024,Adam Rank,TE,Dallas Goedert,11
17,2024,Adam Rank,TE,Foster Moreau,12
17,2024,Adam Rank,DST,MIA DST,1
17,2024,Adam Rank,DST,BAL DST,2
17,2024,Adam Rank,DST,PHI DST,3
17,2024,Adam Rank,DST,DAL DST,4
17,2024,Adam Rank,DST,NE DST,5
17,2024,Adam Rank,DST,PIT DST,6
17,2024,Adam Rank,DST,SF DST,7
17,2024,Adam Rank,DST,KC DST,8
17,2024,Adam Rank,DST,CLE DST,9
17,2024,Adam Rank,DST,BUF DST,10
18,2024,Justin Boone,QB,Dak Prescott,1
18,2024,Justin Boone,QB,Anthony Richardson,2
18,2024,Justin Boone,QB,Joe Burrow,3
18,2024,Justin Boone,QB,Brock Purdy,4
18,2024,Justin Boone,QB,Lamar Jackson,5
18,2024,Justin Boone,QB,Justin Herbert,6
18,2024,Justin Boone,QB,Kyler Murray,7
18,2024,Justin Boone,QB,Jalen Hurts,8
18,2024,Justin Boone,QB,Josh Allen,9
18,2024,Justin Boone,QB,Jordan Love,10
18,2024,Justin Boone,QB,Tua Tagovailoa,11
18,2024,Justin Boone,QB,Trevor Lawrence,12
18,2024,Justin Boone,RB,David Montgomery,1
18,2024,Justin Boone,RB,Breece Hall,2
18,2024,Justin Boone,RB,Najee Harris,3
18,2024,Justin Boone,RB,Rhamondre Stevenson,4
18,2024,Justin Boone,RB,Christian McCaffrey,5
18,2024,Justin Boone,RB,Tony Pollard,6
18,2024,Justin Boone,RB,Jonathan Taylor,7
18,2024,Justin Boone,RB,James Cook,8
18,2024,Justin Boone,RB,Josh Jacobs,9
18,2024,Justin Boone,RB,De'Von Achane,10
18,2024,Justin Boone,RB,Bijan Robinson,11
18,2024,Justin Boone,RB,Aaron Jones,12
18,2024,Justin Boone,RB,Kyren Williams,13
18,2024,Justin Boone,RB,Travis Etienne,14
18,2024,Justin Boone,RB,Derrick Henry,15
18,2024,Justin Boone,RB,Saquon Barkley,16
18,2024,Justin Boone,WR,Drake London,1
18,2024,Justin Boone,WR,Michael Pittman,2
18,2024,Justin Boone,WR,Ja'Marr Chase,3
18,2024,Justin Boone,WR,DK Metcalf,4
18,2024,Justin Boone,WR,DeVonta Smith,5
18,2024,Justin Boone,WR,Tee Higgins,6
18,2024,Justin Boone,WR,Keenan Allen,7
18,2024,Justin Boone,WR,Davante Adams,8
18,2024,Justin Boone,WR,Puka Nacua,9
18,2024,Justin Boone,WR,CeeDee Lamb,10
18,2024,Justin Boone,WR,Tyreek Hill,11
18,2024,Justin Boone,WR,Justin Jefferson,12
18,2024,Justin Boone,WR,Garrett Wilson,13
18,2024,Justin Boone,WR,Chris Olave,14
18,2024,Justin Boone,WR,Amon-Ra St. Brown,15
18,2024,Justin Boone,WR,Stefon Diggs,16
18,2024,Justin Boone,TE,Pat Freiermuth,1
18,2024,Justin Boone,TE,David Njoku,2
18,2024,Justin Boone,TE,Foster Moreau,3
18,2024,Justin Boone,TE,Cole Kmet,4
18,2024,Justin Boone,TE,Jake Ferguson,5
18,2024,Justin Boone,TE,Brock Bowers,6
18,2024,Justin Boone,TE,George Kittle,7
18,2024,Justin Boone,TE,Sam LaPorta,8
18,2024,Justin Boone,TE,Travis Kelce,9
18,2024,Justin Boone,TE,Dallas Goedert,10
18,2024,Justin Boone,TE,Isaiah Likely,11
18,2024,Justin Boone,TE,Mark Andrews,12
18,2024,Justin Boone,DST,SF DST,1
18,2024,Justin Boone,DST,KC DST,2
18,2024,Justin Boone,DST,PIT DST,3
18,2024,Justin Boone,DST,NE DST,4
18,2024,Justin Boone,DST,BAL DST,5
18,2024,Justin Boone,DST,BUF DST,6
18,2024,Justin Boone,DST,PHI DST,7
18,2024,Justin Boone,DST,MIA DST,8
18,2024,Justin Boone,DST,DAL DST,9
18,2024,Justin Boone,DST,CLE DST,10
18,2024,Dave Richard,QB,Jalen Hurts,1
18,2024,Dave Richard,QB,Trevor Lawrence,2
18,2024,Dave Richard,QB,Jordan Love,3
18,2024,Dave Richard,QB,Kyler Murray,4
18,2024,Dave Richard,QB,Justin Herbert,5
18,2024,Dave Richard,QB,Joe Burrow,6
18,2024,Dave Richard,QB,Anthony Richardson,7
18,2024,Dave Richard,QB,Tua Tagovailoa,8
18,2024,Dave Richard,QB,Brock Purdy,9
18,2024,Dave Richard,QB,Josh Allen,10
18,2024,Dave Richard,QB,Lamar Jackson,11
18,2024,Dave Richard,QB,Dak Prescott,12
18,2024,Dave Richard,RB,De'Von Achane,1
18,2024,Dave Richard,RB,Jonathan Taylor,2
18,2024,Dave Richard,RB,Aaron Jones,3
18,2024,Dave Richard,RB,Christian McCaffrey,4
18,2024,Dave Richard,RB,Najee Harris,5
18,2024,Dave Richard,RB,Saquon Barkley,6
18,2024,Dave Richard,RB,Rhamondre Stevenson,7
18,2024,Dave Richard,RB,David Montgomery,8
18,2024,Dave Richard,RB,Derrick Henry,9
18,2024,Dave Richard,RB,Tony Pollard,10
18,2024,Dave Richard,RB,Bijan Robinson,11
18,2024,Dave Richard,RB,Josh Jacobs,12
18,2024,Dave Richard,RB,Breece Hall,13
18,2024,Dave Richard,RB,Kyren Williams,14
18,2024,Dave Richard,RB,Travis Etienne,15
18,2024,Dave Richard,RB,James Cook,16
18,2024,Dave Richard,WR,Justin Jefferson,1
18,2024,Dave Richard,WR,CeeDee Lamb,2
18,2024,Dave Richard,WR,Ja'Marr Chase,3
18,2024,Dave Richard,WR,Garrett Wilson,4
18,2024,Dave Richard,WR,Drake London,5
18,2024,Dave Richard,WR,Stefon Diggs,6
18,2024,Dave Richard,WR,Tee Higgins,7
18,2024,Dave Richard,WR,Davante Adams,8
18,2024,Dave Richard,WR,Keenan Allen,9
18,2024,Dave Richard,WR,DeVonta Smith,10
18,2024,Dave Richard,WR,Chris Olave,11
18,2024,Dave Richard,WR,Tyreek Hill,12
18,2024,Dave Richard,WR,DK Metcalf,13
18,2024,Dave Richard,WR,Michael Pittman,14
18,2024,Dave Richard,WR,Amon-Ra St. Brown,15
18,2024,Dave Richard,WR,Puka Nacua,16
18,2024,Dave Richard,TE,Brock Bowers,1
18,2024,Dave Richard,TE,David Njoku,2
18,2024,Dave Richard,TE,Travis Kelce,3
